,title,address,area,price,number_bedroom,number_wc,number_floor,direction,entrance,facade,number_parking,id_estate
145,Mở bán chung cư mini ngọc lâm - nguyễn văn cừ chân cầu chương dương đủ nội thất,"Trần Nhật Duật, Quận Hoàn Kiếm, Hà Nội",42,0.6,,,,,,,,3938344
146,"Bán gấp căn hộ ở vinhomes oceanpark, gia lâm","Vinhomes Ocean Park, Xã Bát Tràng, Huyện Gia Lâm, Hà Nội",74,3.3,2,2,,Tây Nam,,,,3950026
147,"Bán căn hộ chung cư nhà ở xã hội tại evergreen việt yên, bắc giang","Thị Trấn Nếnh, Huyện Việt Yên, Bắc Giang",60,0.738,2,1,,,,,4,3950020
148,"Bán cc vincom quang trung- vinh,lô góc,căn cao,s 67.5 m2,giá 1.630 tỷ,0978331669","Phường Lê Lợi, Thành phố Vinh, Nghệ An",67.5,1.63,,,19,,,,,3945074
149,"Cần bán căn hộ 137 nguyễn ngọc vũ,s 140m2, lô góc,giá 25 triệu/m2,lh 0978331669","Quận Cầu Giấy, Hà Nội",140,3.5,,,,,,,,3941943
150,"790tr sở hữu ngay căn hộ mini tại phố đội cấn ba đình, ở ngay, full đồ","Đội Cấn, Quận Ba Đình, Hà Nội",31,0.79,1,1,7,Đông bắc,5,6,,3933849
151,"`mở bán chung cư mini cách đh thương mại 300m ở ngay ful đồ, vuông đẹp, từ 650tr","Cầu Giấy, Quận Cầu Giấy, Hà Nội",30,0.65,1,1,7,Đông bắc,5,6,,3933834
152,"Chết khấu khủng 120tr khi mua căn hộ mini tại trần khát chân hai bà trưng, hà","Trần Khát Chân, Quận Hai Bà Trưng, Hà Nội",35,0.78,1,1,7,Đông nam,6,5,,3894342
153,"Chung cư mini trần khát chân mới, rẻ, đẹp,ở ngay full đồ 32 50m2","Trần Khát Chân, Quận Hai Bà Trưng, Hà Nội",35,0.75,1,1,6,Đông bắc,3,4,,3919158
154,"Căn hộ đẹp, giá rẻ, ở ngay đến ngay chung cư mini hồ tùng mậu từ 600tr/căn, mới","Quận Cầu Giấy, Hà Nội",30,0.55,1,1,7,Bắc,4,5,,3934419
155,Thời điểm mua nhà lí tưởng đây ạ chiết khấu khủng tại chung cư mini xuân đỉnh,"Chung cư C1 C2 Xuân Đỉnh, Quận Bắc Từ Liêm, Hà Nội",34,0.59,1,1,6,Nam,4,5,1,3937907
156,Đây chính la thời điểm mua nhà lý tưởng trong năm tại chung cư mini xuân đỉnh tặ,"Chung cư C1 C2 Xuân Đỉnh, Quận Bắc Từ Liêm, Hà Nội",48,0.8,2,1,7,Đông bắc,4,6,,3940959
157,Siêu hottặng ngay 1 cây vàng khi mua căn hộ tại chung cư mini xuân đỉnh mới ở,"Chung cư C1 C2 Xuân Đỉnh, Quận Bắc Từ Liêm, Hà Nội",34,0.6,1,1,6,Đông nam,4,5,,3936879
158,"Chính chủ bán chung cư mini ngọc thụy nguyễn văn cừ giá rẻ, đường ô tô đỗ","Quận Long Biên, Hà Nội",46,0.68,2,1,7,Nam,5,6,,3938053
159,"Chính chủ bán căn hộ mini ngõ quỳnh thanh nhàn full đồ, ở ngay 35 56m, ô tô","Trần Khát Chân, Quận Hai Bà Trưng, Hà Nội",35,0.7,1,1,7,Đông bắc,5,4,,3932406
160,"Em bán căn hộ mini rẻ - đẹp - ở ngay tại xuân đỉnh đường ô tô đỗ, full đồ","Chung cư C1 C2 Xuân Đỉnh, Quận Bắc Từ Liêm, Hà Nội",48,0.79,2,2,7,Đông bắc,5,6,1,3932912
161,"Săn ngay căn hộ đẹp nhất, rẻ nhất tại chung cư mini hồ tùng mậu, mới ở ngay","Quận Cầu Giấy, Hà Nội",30,0.6,1,1,7,Bắc,4,5,,3934802
162,"Chết khấu khủng 120tr khi mua căn hộ mini tại trần khát chân hai bà trưng, hà","Trần Khát Chân, Quận Hai Bà Trưng, Hà Nội",35,0.78,1,1,7,Đông nam,6,5,,3894342
163,"Chính chủ bán chung cư mini phương mai cách đại học y 1, 2 km ở ngay, đẹp, rẻ","Chung cư Vân Hồ 3, Quận Hai Bà Trưng, Hà Nội",35,0.6,1,1,7,Đông bắc,4,5,,3939613
164,"Chỉ 600 triệu sở hữu ngay căn hộ cao cấp le grand jardin sài đồng, hỗ trợ vay 0%","Sài Đồng, Phường Sài Đồng, Quận Long Biên, Hà Nội",50,1.9,2,2,5,Đông nam,15,,1,3949433
165,"Chỉ với 1,5 tỷ sở hữu ngay căn hộ 2pn view vinhome riverside- sổ đỏ trao tay","KĐT Việt Hưng, Phường Việt Hưng, Quận Long Biên, Hà Nội",61.1,1.55,2,1,,Đông nam,,,1,3946546
166,Chỉ 2 17 tỷ sở hữu căn hộ cao cấp kđt việt hưng hỗ trợ vay 70 ck 3 5,"CT15 Việt Hưng, Phường Bồ Đề, Quận Long Biên, Hà Nội",71.6,2.17,2,2,,Đông bắc,,,,3945583
167,Chỉ từ 550 triệu sở hữu ngay căn hộ 2pn tecco diamond hỗ trợ vay 0,"Tecco Diamond, Xã Ngũ Hiệp, Huyện Thanh Trì, Hà Nội",62,1.82,2,2,,Đông nam,,,,3946154
168,"Chỉ 3,55 tỷ sở hữu căn hộ 3 phòng ngủ cao cấp hc golden city cách hoàn kiếm 2km","HC Golden City, Phường Bồ Đề, Quận Long Biên, Hà Nội",82.1,3.55,3,2,,Đông bắc,,,2,3945447
169,"Trực tiếp cđt chỉ 3,87 tỷ sở hữu căn góc 3pn full nội thất tt q. long biên","HC Golden City, Phường Bồ Đề, Quận Long Biên, Hà Nội",87.3,3.87,3,2,,Đông nam,,,1,3949342
170,Chỉ từ 600 triệu sở hữu ngay căn hộ tại dự án eurowindow river park,"Chung cư Eurowindow River Park, Thị Trấn Đông Anh, Huyện Đông Anh, Hà Nội",65,1.8,2,1,10,Đông nam,,,1,3946678
171,"Hot chỉ từ 600 triệu nhận nhà ở ngay chung cư eco city việt hưng, hỗ trợ vay 0%","Căn hộ Eco City Việt Hưng, Quận Long Biên, Hà Nội",63,1.79,2,2,,Đông nam,,,1,3873803
172,"Bán cắt lỗ căn 65m2 đẹp nhất dự án ecocity việt hưng giá nét 1,97 tỷ","Căn hộ Eco City Việt Hưng, Phường Bồ Đề, Quận Long Biên, Hà Nội",65,1.97,2,2,,Đông nam,,,1,3946822
173,Cơ hội duy nhất trong ngày để chọn căn tại dự án aston,"The Aston Luxury Residence, Phường Xương Huân, Thành Phố Nha Trang, Khánh Hòa",42,0.08,1,1,24,,22,22,,3946029
175,Bv diamon hill - một bước xuống nhà - bao la tiện ích.,"Hoàng Quốc Việt, Phường Xương Giang, TP Bắc Giang, Bắc Giang",85,2.5,3,2,12,,15,,2,3949996
176,"Bán căn 74m2, chung cư phương đông green park trần thủ độ","Rose Town, Quận Hoàng Mai, Hà Nội",74,2.1,,,,,,,,3940434
177,"Hượng căn 74m2, chung cư phương đông green park, trần thủ độ, hoàng mai","Rose Town, Quận Hoàng Mai, Hà Nội",74,2,,,,,,,,3941615
178,"Chính chủ mở bán ccmn trần khát chân 700tr/căn 1- 2pn full nội thất,oto đỗ cửa","Quận Hai Bà Trưng, Hà Nội",30,0.7,1,1,,,,,,3809866
179,"Hot: mở bán chung cư mini xuân đỉnh từ 500tr/căn 32-50m2 oto đỗ cửa,full nội thấ","Quận Bắc Từ Liêm, Hà Nội",30,0.5,1,1,,,,,,3795965
180,"Bán nhanh ccmn kim liên- đông tác giá rẻ từ 580tr/c 1-2pn full nội thất, ở ngay","Quận Đống Đa, Hà Nội",30,0.58,1,1,,,,,,3929465
182,Mở bán căn hộ smart city phân khu sakura sa3,"Tây mỗ, Phường Tây Mỗ, Quận Nam Từ Liêm, Hà Nội",32,1.5,,,,,,,,3949993
183,"Căn góc 83m2 hoàng kim thế gia sổ hồng sẵn, thanh toán 700tr ở ngay","TRƯƠNG PHƯỚC PHAN, Phường Bình Trị Đông, Quận Bình Tân, TP HCM",83,2.55,3,2,3,Nam,20,,,3944449
184,"Căn hộ 2pn2wc full nội thất, trả trước 650tr ở ngay sổ hồng sẵn - hoàng kim","TRƯƠNG PHƯỚC PHAN, Phường Bình Trị Đông, Quận Bình Tân, TP HCM",62,2.15,2,2,15,Tây,20,,,3944455
185,"Bán căn hộ 66m2 q. bình tân, sổ hồng sẵn, thanh toán 650tr ở ngay","TRƯƠNG PHƯỚC PHAN, Phường Bình Trị Đông, Quận Bình Tân, TP HCM",66,2.2,3,2,15,Đông,20,,,3944464
186,"Bán căn góc 85m2 the golden dynasty full nội thất, sổ hồng sẵn","TRƯƠNG PHƯỚC PHAN, Phường Bình Trị Đông, Quận Bình Tân, TP HCM",85,2.7,3,2,14,Nam,20,,,3944467
187,"Bán căn 82m2 q. bình tân sổ hồng, thanh toán 650tr ở ngay","TRƯƠNG PHƯỚC PHAN, Phường Bình Trị Đông, Quận Bình Tân, TP HCM",82,2.6,3,2,7,Nam,20,,,3944472
188,Căn hộ 75m2 hoàng kim thế gia sổ hồng sẵn tt 650tr ở ngay nội thất,"TRƯƠNG PHƯỚC PHAN, Phường Bình Trị Đông, Quận Bình Tân, TP HCM",75,2.45,3,2,12,Đông,20,,,3944458
189,Căn hộ studio chỉ từ 1.2 tỷ ở đại đô thị vinhomes smart city,"Vinhomes Smart City, Phường Tây Mỗ, Quận Nam Từ Liêm, Hà Nội",32,1.64,1,1,,Tây Nam,30,,4,3949986
190,"Bán căn hộ siêu đẹp giá 25 triệu/m2, có sổ luôn","Chung cư Athena Complex Pháp Vân, Phường Thanh Trì, Quận Hoàng Mai, Hà Nội",70,1.75,,,,,,,,3949984
191,200tr sở hữu bcons polygon căn 1 phòng 41m2 căn góc hướng nam giá từ 34tr m2,"Bế Văn Đàn, Phường An Bình, Thị Xã Dĩ An, Bình Dương",41,1.39,1,1,,Nam,,,,3945937
192,"Chủ đầu tư mở bán ccmn nguyễn khánh toàn 700tr/căn 35-50m2 full nội thất,tách sổ","Quận Cầu Giấy, Hà Nội",30,0.6,1,1,,,,,,3811164
193,"Bán ccmn trần khát trân- hoa lư 600tr/căn ngõ oto, full nội thất,ở ngay","Quận Hai Bà Trưng, Hà Nội",30,0.6,1,1,,,,,,3798824
194,Chính chủ đầu tư bán ccmn kim mã chỉ từ 600tr/căn 35-60m2- có kiot kinh doanh,"Quận Ba Đình, Hà Nội",31,0.6,1,1,7,,,,,3709972
195,"Bán căn hộ vip siêu đẹp, giá chỉ 26 triệu/m2, sổ đỏ trao tay","Rose Town, Phường Hoàng Liệt, Quận Hoàng Mai, Hà Nội",65,1.62,,,,,,,,3949974
196,"Căn hộ khoáng nóng tại quận 7 hcm, shizen home, 65tr/m2","Phường Tân Thuận Đông, Quận 7, TP HCM",77,5.1,2,2,,,,,4,3946101
197,Mở bán căn hộ vinhome the beverly solari trợ vay 80-100% ân hạn lên đến 48 tháng,"VinHomes Grand Park, Phường Long Thạnh Mỹ, Quận 9, TP HCM",60,2.8,2,2,,,,,4,3946120
198,Bcons polygon rổ hàng nội bộ cđt tầng đẹp 2pn2wc - tt 280 triệu nhận nhà,"Bế Văn Đàn, Phường An Bình, Thị Xã Dĩ An, Bình Dương",51,1.75,2,2,29,Nam,,,4,3946107
199,Bung rổ hàng nội bộ cđt -bcons polygon booking tầng đẹp giá tốt- thanh toán 300t,"Phường Linh Tây, Quận Thủ Đức, TP HCM",41,1.55,1,1,29,Bắc,,,4,3946653
200,Căn hộ dưới 2tỷ cho gia đình trẻ-gần tô ngọc vân thủ đức-tt 300tr - vay 30 năm,"Bế Văn Đàn, Phường An Bình, Thị Xã Dĩ An, Bình Dương",51,1.9,2,2,29,Bắc,,,4,3946833
201,Ch bcons gần bệnh viện thủ đức - tt 300tr nhận nhà-miến gốc lãi 24 tháng. lh nga,"Bế Văn Đàn, Phường An Bình, Thị Xã Dĩ An, Bình Dương",51,1.95,2,2,29,Nam,,,4,3946178
202,Căn hộ bcons liền kề phạm văn đồng- booking 30tr/căn- nhận nhà t7/2024- tt 280tr,"Bế Văn Đàn, Phường An Bình, Thị Xã Dĩ An, Bình Dương",41,1.55,1,1,29,Bắc,,,4,3946163
203,"Bán căn hộ đẹp chỉ 25 triệu/m2, nhận nhà ở ngay đã có sổ","Phương Đông Green Park, Phường Hoàng Liệt, Quận Hoàng Mai, Hà Nội",70,1.75,,,,,,,,3949971
204,"Chung cư giá rẻ nhất quận hoàng mai, 25 triệu/m2, trả góp lãi 0%","Chung Cư Bea Sky Nguyễn Xiển, Quận Hoàng Mai, Hà Nội",70,1.75,,,,,,,,3940973
205,Chung cư t&t định công chính thức đặt chỗ và thăm quan căn hộ,"Phương Đông Green Park, Quận Hoàng Mai, Hà Nội",70,2,,,,,,,,3938255
206,Chung cư t&t định công thống báo đặt chỗ và xem căn hộ lh cđt,"Lavender Garden, Quận Hoàng Mai, Hà Nội",60,1.6,,,,,,,,3939914
207,26 triệu/m2 có căn hộ đẹp trong khu đô thị rộng tại đường giải phóng,"Rose Town, Quận Hoàng Mai, Hà Nội",100,2.4,,,,,,,,3941617
208,"Chung cư cao cấp giá 34 triệu/m2 tốt nhất đường nguyễn xiển, trả góp","Rose Town, Quận Hoàng Mai, Hà Nội",80,2.6,,,,,,,,3942406
209,"Bán lại căn 74m2 chung cư phương đông green park, trần thủ độ","Phương Đông Green Park, Quận Hoàng Mai, Hà Nội",74,2,,,,,,,,3942408
210,"Mình nhượng lại căn 74m2, 2.07 tỷ, chung cư phương đông green park","Rose Town, Quận Hoàng Mai, Hà Nội",74,2,,,,,,,,3942410
211,"Bán suất ngoại giao chung cư rose town ngọc hồi, nội thất xịn","Rose Town, Quận Hoàng Mai, Hà Nội",75,1.7,,,,,,,,3939970
212,"Bán căn ngoại giao chung cư rose town ngọc hồi 2,5 tỷ, 3pn, 100m2","Rose Town, Quận Hoàng Mai, Hà Nội",100,2.5,,,,,,,,3939987
213,"Căn hộ cao cấp ngã tư khuất duy tiến 80m2, 2,6 tỷ, full đồ, ở luôn","Housinco Premium, Huyện Thanh Trì, Hà Nội",80,2.6,,,,,,,,3942404
214,"Bán căn 2 ngủ và 3 ngủ giá 26 triệu/m2,khu đô thị mới ngay hồ linh đàm","Housinco Premium, Huyện Thanh Trì, Hà Nội",70,1.78,,,,,,,,3942400
215,"Khu đô thị đáng sống nhất q.hoàng mai chỉ 26 triệu/m2, trả góp lãi 0%","Chung Cư Bea Sky Nguyễn Xiển, Quận Hoàng Mai, Hà Nội",100,2.4,,,,,,,,3942401
216,"Bán căn 74m2, 2 tỷ, chung cư phương đông green park tòa lâu dài","Phương Đông Green Park, Quận Hoàng Mai, Hà Nội",74,2,,,,,,,,3940623
217,"Tôi bán căn 2 ngủ 74m2, 2,1 tỷ chung cư phương đông green park","Phương Đông Green Park, Quận Hoàng Mai, Hà Nội",74,2.1,,,,,,,,3940404
218,"Cắt lỗ 300tr căn 3pn dự án urban hill phú mỹ hưng, nhà bàn giao pmh","Quận 7, TP HCM",108,7.1,3,2,,,,,,3911735
219,"Cho thuê căn hộ urban hill 3pn, full nội thất chỉ 34tr/tháng","Quận 7, TP HCM",110,3.74,3,2,,,,,1,3917538
220,𝗕𝗔́𝗡 𝗖𝗔̆𝗡 𝗖𝗛𝗨𝗡𝗚 𝗖𝗨̛ ( 𝗛𝗢𝗔̀𝗡𝗚 𝗔𝗡𝗛 𝗚𝗜𝗔 𝗟𝗔𝗜) 𝗰𝗮̆𝗻 𝟳,"Phường Tự An, TP Buôn Ma Thuột, Đắk Lắk",76,1,2,1,2,Đông,,,,3949958
221,"Chính chủ bán căn hộ 3pn 2wc dt 101m2 giá chỉ 4,x tỷ tại berriver jardin 390 nvc","Berriver Jardin, Phường Bồ Đề, Quận Long Biên, Hà Nội",101.41,4.6,3,2,,,,,,3949957
222,"Chỉ từ 900tr đã có vatsở hữu căn hộ phương đông green home hỗ trợ vay 0 ck 3,5","Phường Đức Giang, Quận Long Biên, Hà Nội",71.6,2.3,2,2,,,,,,3949956
223,Chỉ từ 600tr sở hữu chcc đầy đủ tiện ích tại le grand jardin ck đến 5%,"Chung cư Le Grand Jardin, Phường Sài Đồng, Quận Long Biên, Hà Nội",50,1.9,,,,,,,,3949955
224,"Bán căn hộ giá rẻ , thụ hưởng cuộc sống chuẩn chuyên gia","Phường Long Trường, Quận 9, TP HCM",60,2.34,1,1,,,,,,3949952
225,"Chính chủ bán nhanh căn hộ 3pn, 2vs tầng 8 full nội thất giá 3,7x tỷ tại hc gold","HC Golden City, Phường Cự Khối, Quận Long Biên, Hà Nội",82,3.7,3,2,,,,,,3949950
226,"Bán căn hộ cao cấp ven biển đà nẵng, giá chỉ từ 1.6 tỷ, vào ở được ngay, căn 2pn","Căn hộ FPT Plaza, Phường Hòa Hải, Quận Ngũ Hành Sơn, Đà Nẵng",68,1.6,,,,,,,,3949947
227,Căn hộ trả góp tt 280tr sở hữu- ngay phạm văn đồng - vay 70% miến gốc lãi 24th,"Bế Văn Đàn, Phường An Bình, Thị Xã Dĩ An, Bình Dương",54,1.95,2,2,29,Bắc,,,4,3949942
228,"Bán ch cao cấp mỹ đình view svđ quốc gia , tặng 2 cây vàng và voucher 115 triệu","The Zei, Phường Mỹ Đình 2, Quận Nam Từ Liêm, Hà Nội",108,6.5,3,2,10,Tây Nam,,,1,3946776
229,"Bán căn lô góc 3pn, view svđ qg mỹ đình nhận nhà ngay miễn lãi 3 năm, tặng 250tr","The Zei, Phường Mỹ Đình 2, Quận Nam Từ Liêm, Hà Nội",108,6.6,3,2,10,Tây Nam,,,,3946262
230,"Bán ch lô góc 3 pn trung tâm mỹ đình , ở ngay tặng 250 triệu","The Zei, Phường Mỹ Đình 2, Quận Nam Từ Liêm, Hà Nội",108,6.5,3,2,,Tây Nam,,,1,3947621
231,Chung cư cao cấp mỹ đìnhthe zei - ưu đãi tháng 5 ck luôn 10%,"The Zei, Phường Mỹ Đình 2, Quận Nam Từ Liêm, Hà Nội",89,4.5,2,2,,Đông bắc,,,1,3947629
232,"Bán ch cao cấp mỹ đình 2 phòng ngủ 89m2, ck 10% tặng thêm 250 triệu , ở ngay","The Zei, Phường Mỹ Đình 2, Quận Nam Từ Liêm, Hà Nội",89,4.5,2,2,,Đông bắc,,,1,3946705
233,Chỉ từ 780tr sở hữu chung cư vinhomes oceanpark 2n 1 2vs,"Vinhomes Ocean Park, Xã Dương Xá, Huyện Gia Lâm, Hà Nội",62.4,0.53,2,2,18,,,,,3945206
234,"Chỉ 1,5 tỷ sở hữu căn hộ trung tâm long biên valencia 2pn, hướng đông nam","Căn hộ Valencia Garden, Phường Việt Hưng, Quận Long Biên, Hà Nội",61,1.55,2,1,,Đông nam,,,,3949910
235,Chiết khấu lên tới 5% khi mua căn hộ cao cấp tại trung tâm thành phố thủ đức,"TÔ NGỌC VÂN, Phường Tam Phú, Quận Thủ Đức, TP HCM",80,4.2,2,2,15,,,,4,3949902
236,Chung cư hào nam tôn đức thắng 850tr-1ty/căn 32-48m ở ngay,"Quận Đống Đa, Hà Nội",48,1.2,2,1,,,,,,3598406
237,Bán chung cư hồ tùng mậu 600-1ty/căn 1-2pn ở ngay mới,"Quận Bắc Từ Liêm, Hà Nội",36,0.8,1,1,,,,,,3865067
238,Bán ccmn xuân đỉnh 560tr-1ty/căn 1-2pn ở ngay sổ hồng,"Quận Bắc Từ Liêm, Hà Nội",32,0.56,1,1,,,,,,3824866
239,Bán chung cư kim mã-vincom liễu giai 890tr/căn 40m ở ngay,"Kim Mã, Quận Ba Đình, Hà Nội",65,0.89,2,1,,,,,,3503418
240,Bán chung cư đại la hơn 800tr/căn 1-2pn 39-46m ở ngay,"Quận Hai Bà Trưng, Hà Nội",46,0.98,2,1,,,,,,3439135
241,Bán chung cư tôn đức thắng 800tr 35-48m ở ngay full đồ,"Quận Đống Đa, Hà Nội",35,0.8,1,1,,,,,,3480596
242,"Bán chung cư tôn đức thắng 1,3 tỷ/ căn 46m ở ngay full đồ","Quận Đống Đa, Hà Nội",48,1.3,2,1,,,,,,3460000
243,"Bán chung cư tôn đức thắng 30-50m giá 800-1,3 tỷ/căn ở ngay","Tôn Đức Thắng, Quận Đống Đa, Hà Nội",50,0.8,1,1,,,,,,3460472
244,"Bán chung cư cát linh tôn đức thắng 1,15 tỷ- 46m ở ngay","Cát Linh, Quận Đống Đa, Hà Nội",46,1.15,2,1,,,,,,3460513
245,Bán chung cư hào nam 780-1 tỷ/ căn 32-50m ở ngay full đồ,"Hào Nam, Quận Đống Đa, Hà Nội",46,1,2,1,,,,,,3460665
246,Bán chung cư đê la thành tôn đức thắng hơn 800tr/căn 1-2pn,"La Thành, Quận Đống Đa, Hà Nội",32,0.8,,,,,,,,3461207
247,Căn hộ 32m 1pn giá hơn 700tr/căn đại la hai bà trưng,"Quận Hai Bà Trưng, Hà Nội",32,0.7,1,1,,,,,,3470756
248,Bán chung cư kim mã-vincom liễu giai 890tr/căn 40m ở ngay,"Kim Mã, Quận Ba Đình, Hà Nội",65,0.89,2,1,,,,,,3503418
249,Bán chung cu xuân thủy cầu giấy 780tr/căn 1-2pn (35-48m),"Quận Cầu Giấy, Hà Nội",43,0.78,2,1,,,,,,3554710
250,Chính chủ bán cc trần khát chân- phố huế 800-1ty/căn 1-2pn ở ngay,"Quận Hai Bà Trưng, Hà Nội",32,0.85,1,1,,,,,,3810219
251,Bán ccmn xuân đỉnh 560tr-1ty/căn 1-2pn ở ngay sổ hồng,"Quận Bắc Từ Liêm, Hà Nội",32,0.56,1,1,,,,,,3824866
252,Bán chung cư hồ tùng mậu 600-1ty/căn 1-2pn ở ngay mới,"Quận Bắc Từ Liêm, Hà Nội",36,0.8,1,1,,,,,,3865067
253,Bán chung cư xuân thủy- doãn kế thiện 800-1ty/căn 1-2pn,"Quận Cầu Giấy, Hà Nội",46,1.1,2,1,,,,,,3865068
254,Bán gấp chung cư võ chí công- ngoại giao đoàn 600-1ty/căn 1-2pn,"Quận Bắc Từ Liêm, Hà Nội",48,0.65,2,1,,,,,,3851071
255,Trực tiếp chủ đầu tư bán cc xuân đỉnh- cv hòa bình 500tr đến 800 triệu có sổ- đỗ,"Quận Bắc Từ Liêm, Hà Nội",45,0.75,2,1,,,,,,3839834
256,Bán chung cư nguyễn khánh toàn- đào tấn 800-1ty/căn 1-2pn ở ngay,"Quận Cầu Giấy, Hà Nội",45,0.96,2,1,,,,,,3878237
257,Trực tiếp chung cư trần khát chân- bà triệu 800-1ty/căn,"Quận Hai Bà Trưng, Hà Nội",45,0.85,1,1,,,,,,3829105
258,Bán chung cư tân mai 600-700tr/căn 1-2pn ở ngay full đồ mới,"Quận Hoàng Mai, Hà Nội",32,0.73,1,1,,,,,,3808701
259,"Chính chủ bán cc võng thị- trích sài ô tô đỗ 850-1,2ty/căn 33-50m ở ngay vuông","Quận Tây Hồ, Hà Nội",50,1.2,2,1,,,,,,3768527
260,Bán chung cư cát linh hơn 800tr/căn 1-2pn 32-46m ở ngay-ck3%,"Quận Đống Đa, Hà Nội",32,0.79,2,1,,,,,,3459988
261,"Bán chung cư chùa bộc 940tr-1,3 tỷ căn 30-68m","Quận Đống Đa, Hà Nội",46,1.05,1,1,,,2,,,3347354
262,"Bán chung cư tôn đức thắng 800-1,2 tỷ/ căn 33-60m","Cát Linh, Quận Đống Đa, Hà Nội",33.5,0.85,,,,,,,,3232208
263,Bán chung cư vân hồ 3-công viên thống nhất 900tr/căn 32m,"Đại Cồ Việt , Quận Hai Bà Trưng, Hà Nội",48,0.9,2,1,,,,,,3584367
264,Bán cc khâm thiên-hồ ba mẫu 630-980tr/căn 1-2pn,"Quận Đống Đa, Hà Nội",26,0.63,2,1,,,,,,3739743
265,Bán chung cư xã đàn- hồ ba mẫu 590tr/căn 1-2pn ở ngay thoáng,"Quận Đống Đa, Hà Nội",28,0.59,1,1,,,,,,3930028
266,Chính chủ bán chung cư chùa bộc- xã đàn- hào nam 980tr/că2pn,"Quận Đống Đa, Hà Nội",46,0.98,2,1,,,,,,3682821
267,"Chủ đầu tư mở bán chung cư mini chùa bộc, full nội thất giá hơn 800 triệu ở ngay","Quận Đống Đa, Hà Nội",46,1.1,2,1,,,,,,3710475
268,Bán chung cư xã đàn- lê duẩn- hồ ba mẫu 550tr-700tr/căn 12pn,"Quận Đống Đa, Hà Nội",32,0.7,1,1,,,,,,3673515
